step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,Risk_Score,Risk_Level,Risk_Score_V2,Risk_Level_V2,Suspicious_Alert,Alert_ID,Priority,Case_ID,Investigator,Case_Status,SAR_Decision
4,CASH_OUT,70994.78,C2017574192,27395.15,0.0,C914293025,118532.8,189527.57,0,0,20,Low,40,Medium,True,ALT01275,Medium,CASE01275,Analyst_B,Under Review,No SAR Required
4,CASH_OUT,37239.99,C931003277,8372.12,0.0,C728526866,5463046.38,6671931.33,0,0,20,Low,40,Medium,True,ALT01276,Medium,CASE01276,Analyst_B,Escalated,No SAR Required
4,TRANSFER,169941.73,C540962910,169941.73,0.0,C2127862399,0.0,0.0,1,0,30,Medium,50,Medium,True,ALT01277,Medium,CASE01277,Analyst_B,Under Review,No SAR Required
4,CASH_OUT,169941.73,C2026325575,169941.73,0.0,C1394526584,0.0,169941.73,1,0,20,Low,40,Medium,True,ALT01278,Medium,CASE01278,Analyst_A,Open,No SAR Required
4,TRANSFER,139644.5,C1653634548,3157.65,0.0,C481402298,324762.11,742165.13,0,0,30,Medium,50,Medium,True,ALT01279,Medium,CASE01279,Analyst_C,Closed,No SAR Required
4,TRANSFER,148792.1,C1212782393,0.0,0.0,C1255024717,7661421.96,7810214.06,0,0,30,Medium,50,Medium,True,ALT01280,Medium,CASE01280,Analyst_D,Open,No SAR Required
4,TRANSFER,277758.51,C1916224178,0.0,0.0,C481402298,464406.61,742165.13,0,0,70,High,90,High,True,ALT01281,High,CASE01281,Analyst_D,Under Review,SAR Review Needed
4,TRANSFER,1465846.48,C1436127733,0.0,0.0,C97730845,11480736.96,12946583.44,0,0,70,High,120,High,True,ALT01282,Critical,CASE01282,Analyst_A,Open,SAR Required
4,TRANSFER,132948.43,C885481831,0.0,0.0,C1850042097,203788.65,336737.08,0,0,30,Medium,50,Medium,True,ALT01283,Medium,CASE01283,Analyst_B,Escalated,No SAR Required
4,TRANSFER,1137763.15,C817092761,0.0,0.0,C728526866,5500286.37,6671931.33,0,0,70,High,120,High,True,ALT01284,Critical,CASE01284,Analyst_C,Under Review,SAR Required
4,TRANSFER,507775.58,C2027499247,0.0,0.0,C1360767589,1233949.21,1741724.79,0,0,70,High,120,High,True,ALT01285,Critical,CASE01285,Analyst_A,Open,SAR Required
4,TRANSFER,307749.99,C1641418296,0.0,0.0,C662736689,4125237.13,4775319.66,0,0,70,High,90,High,True,ALT01286,High,CASE01286,Analyst_D,Open,SAR Review Needed
4,TRANSFER,908274.13,C1855297340,0.0,0.0,C932583850,6055234.7,6963508.84,0,0,70,High,120,High,True,ALT01287,Critical,CASE01287,Analyst_C,Open,SAR Required
4,TRANSFER,1032930.05,C1078783335,0.0,0.0,C1883840933,14723885.17,17258590.84,0,0,70,High,120,High,True,ALT01288,Critical,CASE01288,Analyst_A,Under Review,SAR Required
4,TRANSFER,1027611.05,C1901272535,0.0,0.0,C1286084959,1620402.08,2648013.13,0,0,70,High,120,High,True,ALT01289,Critical,CASE01289,Analyst_B,Under Review,SAR Required
4,TRANSFER,522854.73,C539322891,0.0,0.0,C1916720513,6255171.04,6778025.76,0,0,70,High,120,High,True,ALT01290,Critical,CASE01290,Analyst_B,Closed,SAR Required
4,TRANSFER,225558.27,C1649096004,0.0,0.0,C2083562754,2522825.73,2748383.99,0,0,70,High,90,High,True,ALT01291,High,CASE01291,Analyst_A,Under Review,SAR Review Needed
4,TRANSFER,862977.6,C1162595263,0.0,0.0,C214774813,12518264.86,13381242.46,0,0,70,High,120,High,True,ALT01292,Critical,CASE01292,Analyst_D,Open,SAR Required
4,TRANSFER,342332.55,C748673892,0.0,0.0,C662736689,4432987.11,4775319.66,0,0,70,High,90,High,True,ALT01293,High,CASE01293,Analyst_C,Open,SAR Review Needed
4,TRANSFER,1501775.62,C669096398,0.0,0.0,C1883840933,15756815.22,17258590.84,0,0,70,High,120,High,True,ALT01294,Critical,CASE01294,Analyst_A,Closed,SAR Required
4,TRANSFER,119656.92,C473655651,0.0,0.0,C1076835071,125857.29,245514.21,0,0,30,Medium,50,Medium,True,ALT01295,Medium,CASE01295,Analyst_D,Closed,No SAR Required
4,TRANSFER,13707.11,C17222024,13707.11,0.0,C410033330,0.0,0.0,1,0,30,Medium,50,Medium,True,ALT01296,Medium,CASE01296,Analyst_D,Open,No SAR Required
4,CASH_OUT,13707.11,C556223230,13707.11,0.0,C2094777811,0.0,13707.11,1,0,20,Low,40,Medium,True,ALT01297,Medium,CASE01297,Analyst_A,Under Review,No SAR Required
4,CASH_OUT,33881.81,C1795568752,19486.34,0.0,C728526866,6638049.52,6671931.33,0,0,20,Low,40,Medium,True,ALT01298,Medium,CASE01298,Analyst_A,Closed,No SAR Required
4,CASH_OUT,19548.49,C622955085,16567.87,0.0,C1255024717,7810214.06,7829762.55,0,0,20,Low,40,Medium,True,ALT01299,Medium,CASE01299,Analyst_A,Open,No SAR Required
4,CASH_OUT,41680.46,C200452658,0.0,0.0,C1774531247,103918.69,39265.07,0,0,20,Low,40,Medium,True,ALT01300,Medium,CASE01300,Analyst_A,Open,No SAR Required
4,CASH_OUT,288846.82,C1457166003,0.0,0.0,C1778801068,7727522.76,8016369.59,0,0,60,High,80,High,True,ALT01301,High,CASE01301,Analyst_D,Under Review,SAR Review Needed
4,CASH_OUT,308762.31,C1799199800,0.0,0.0,C1167066016,646875.4,455191.58,0,0,60,High,80,High,True,ALT01302,High,CASE01302,Analyst_B,Open,SAR Review Needed
4,CASH_OUT,248011.57,C1114050800,0.0,0.0,C766681183,9941904.21,12362816.81,0,0,60,High,80,High,True,ALT01303,High,CASE01303,Analyst_A,Closed,SAR Review Needed
4,CASH_OUT,104334.87,C1549439412,0.0,0.0,C1750905143,193663.49,297998.36,0,0,20,Low,40,Medium,True,ALT01304,Medium,CASE01304,Analyst_A,Under Review,No SAR Required
4,CASH_OUT,34808.12,C1580727170,0.0,0.0,C803116137,73083.0,13071229.35,0,0,20,Low,40,Medium,True,ALT01305,Medium,CASE01305,Analyst_D,Open,No SAR Required
4,CASH_OUT,116878.6,C1508667424,0.0,0.0,C1782113663,1356589.82,906564.46,0,0,20,Low,40,Medium,True,ALT01306,Medium,CASE01306,Analyst_C,Escalated,No SAR Required
4,CASH_OUT,40379.62,C603327357,0.0,0.0,C1899073220,3028382.15,3288831.78,0,0,20,Low,40,Medium,True,ALT01307,Medium,CASE01307,Analyst_C,Escalated,No SAR Required
4,CASH_OUT,55282.19,C732559750,0.0,0.0,C909295153,7434797.81,6661385.87,0,0,20,Low,40,Medium,True,ALT01308,Medium,CASE01308,Analyst_B,Open,No SAR Required
4,CASH_OUT,125774.49,C1252261018,0.0,0.0,C766681183,10189915.78,12362816.81,0,0,20,Low,40,Medium,True,ALT01309,Medium,CASE01309,Analyst_D,Open,No SAR Required
4,CASH_OUT,8502.55,C1895102622,0.0,0.0,C1364913072,21130.68,29633.23,0,0,20,Low,40,Medium,True,ALT01310,Medium,CASE01310,Analyst_B,Under Review,No SAR Required
4,CASH_OUT,109648.19,C1665837086,0.0,0.0,C2134357721,289012.04,50620.17,0,0,20,Low,40,Medium,True,ALT01311,Medium,CASE01311,Analyst_D,Open,No SAR Required
4,TRANSFER,178055.95,C46727015,9181.0,0.0,C716083600,1309620.48,1423811.37,0,0,30,Medium,50,Medium,True,ALT01312,Medium,CASE01312,Analyst_B,Under Review,No SAR Required
4,CASH_OUT,104234.05,C1415104286,58096.76,0.0,C1926673338,167476.47,204653.87,0,0,20,Low,40,Medium,True,ALT01313,Medium,CASE01313,Analyst_C,Under Review,No SAR Required
4,TRANSFER,86070.17,C1844941220,86070.17,0.0,C1191544932,0.0,0.0,1,0,30,Medium,50,Medium,True,ALT01314,Medium,CASE01314,Analyst_D,Closed,No SAR Required
4,CASH_OUT,86070.17,C1699873763,86070.17,0.0,C560041895,0.0,86070.17,1,0,20,Low,40,Medium,True,ALT01315,Medium,CASE01315,Analyst_B,Under Review,No SAR Required
4,CASH_OUT,20470.3,C1359849336,8028.75,0.0,C345679794,31632.0,0.0,0,0,20,Low,40,Medium,True,ALT01316,Medium,CASE01316,Analyst_C,Open,No SAR Required
4,TRANSFER,17384.73,C578458429,156.0,0.0,C1456465598,0.0,17384.73,0,0,30,Medium,50,Medium,True,ALT01317,Medium,CASE01317,Analyst_A,Under Review,No SAR Required
4,TRANSFER,123755.39,C1687227181,15416.0,0.0,C476179877,0.0,79407.93,0,0,30,Medium,50,Medium,True,ALT01318,Medium,CASE01318,Analyst_D,Open,No SAR Required
4,CASH_OUT,221605.71,C1257319011,90414.04,0.0,C1281580764,280036.0,262374.4,0,0,60,High,80,High,True,ALT01319,High,CASE01319,Analyst_C,Under Review,SAR Review Needed
4,TRANSFER,148319.88,C1845922505,49953.0,0.0,C1983747920,95860.18,244180.06,0,0,30,Medium,50,Medium,True,ALT01320,Medium,CASE01320,Analyst_C,Under Review,No SAR Required
5,CASH_OUT,85070.76,C947069810,33203.35,0.0,C451111351,3757745.24,3678302.15,0,0,20,Low,40,Medium,True,ALT01321,Medium,CASE01321,Analyst_C,Open,No SAR Required
5,CASH_OUT,195542.41,C533392019,14441.61,0.0,C1360767589,1741724.79,1937267.2,0,0,20,Low,40,Medium,True,ALT01322,Medium,CASE01322,Analyst_C,Open,No SAR Required
5,TRANSFER,120074.73,C1409933277,120074.73,0.0,C162114152,0.0,0.0,1,0,30,Medium,50,Medium,True,ALT01323,Medium,CASE01323,Analyst_C,Under Review,No SAR Required
5,CASH_OUT,120074.73,C1174000532,120074.73,0.0,C410033330,0.0,120074.73,1,0,20,Low,40,Medium,True,ALT01324,Medium,CASE01324,Analyst_D,Open,No SAR Required
5,CASH_OUT,89888.52,C548752638,0.0,0.0,C97730845,12946583.44,14133982.62,0,0,20,Low,40,Medium,True,ALT01325,Medium,CASE01325,Analyst_B,Escalated,No SAR Required
5,TRANSFER,30608.52,C735796751,659400.0,628791.48,C885951223,137893.88,11201.36,0,0,30,Medium,30,Medium,True,ALT01326,Low,CASE01326,Analyst_D,Escalated,No SAR Required
5,CASH_OUT,72688.93,C195699326,24586.97,0.0,C456172878,103175.0,172958.83,0,0,20,Low,40,Medium,True,ALT01327,Medium,CASE01327,Analyst_D,Open,No SAR Required
5,CASH_OUT,74375.02,C1956358668,978.83,0.0,C766681183,10315690.28,12362816.81,0,0,20,Low,40,Medium,True,ALT01328,Medium,CASE01328,Analyst_A,Under Review,No SAR Required
5,CASH_OUT,139705.19,C545580634,3371.64,0.0,C1816757085,8975709.58,8743280.64,0,0,20,Low,40,Medium,True,ALT01329,Medium,CASE01329,Analyst_A,Closed,No SAR Required
5,CASH_OUT,164935.63,C495885630,14239.08,0.0,C2118255842,259015.25,166742.65,0,0,20,Low,40,Medium,True,ALT01330,Medium,CASE01330,Analyst_C,Closed,No SAR Required
5,CASH_OUT,247480.23,C906838480,0.0,0.0,C1750563752,252667.53,298682.8,0,0,60,High,80,High,True,ALT01331,High,CASE01331,Analyst_C,Closed,SAR Review Needed
5,TRANSFER,84466.1,C1641214567,25724.0,0.0,C769507769,0.0,73595.15,0,0,30,Medium,50,Medium,True,ALT01332,Medium,CASE01332,Analyst_D,Under Review,No SAR Required
5,CASH_OUT,128823.03,C344410717,29292.0,0.0,C1382717704,0.0,133220.41,0,0,20,Low,40,Medium,True,ALT01333,Medium,CASE01333,Analyst_C,Under Review,No SAR Required
5,CASH_IN,348231.98,C51362851,5102.0,353333.98,C998351292,122805.91,0.0,0,0,40,Medium,40,Medium,True,ALT01334,Medium,CASE01334,Analyst_D,Under Review,No SAR Required
5,CASH_IN,746177.2,C598722341,106732.41,852909.6,C728526866,6671931.33,5154700.22,0,0,40,Medium,70,High,True,ALT01335,High,CASE01335,Analyst_B,Under Review,SAR Review Needed
5,CASH_IN,225812.6,C1564449239,852909.6,1078722.2,C1339858954,381816.17,156003.57,0,0,40,Medium,40,Medium,True,ALT01336,Medium,CASE01336,Analyst_C,Open,No SAR Required
5,CASH_IN,260004.65,C46351362,1250058.17,1510062.82,C306206744,7801173.17,7129559.36,0,0,40,Medium,40,Medium,True,ALT01337,Medium,CASE01337,Analyst_D,Under Review,No SAR Required
5,CASH_IN,217846.27,C2119759511,1632601.94,1850448.2,C1281580764,501641.71,262374.4,0,0,40,Medium,40,Medium,True,ALT01338,Medium,CASE01338,Analyst_B,Escalated,No SAR Required
5,CASH_IN,596406.73,C1144539978,1850448.2,2446854.94,C977993101,1615874.57,962737.6,0,0,40,Medium,70,High,True,ALT01339,High,CASE01339,Analyst_A,Escalated,SAR Review Needed
5,CASH_IN,673111.47,C1556341915,2446854.94,3119966.4,C1721246982,1628181.42,876481.82,0,0,40,Medium,70,High,True,ALT01340,High,CASE01340,Analyst_B,Under Review,SAR Review Needed
5,CASH_IN,298431.03,C1111041582,3119966.4,3418397.43,C1446521801,5521401.49,4670978.14,0,0,40,Medium,40,Medium,True,ALT01341,Medium,CASE01341,Analyst_A,Under Review,No SAR Required
5,CASH_IN,354741.15,C1051471498,3563789.59,3918530.75,C2134357721,405361.32,50620.17,0,0,40,Medium,40,Medium,True,ALT01342,Medium,CASE01342,Analyst_D,Under Review,No SAR Required
5,CASH_IN,223115.02,C892299047,3918530.75,4141645.77,C481402298,742165.13,217562.01,0,0,40,Medium,40,Medium,True,ALT01343,Medium,CASE01343,Analyst_C,Escalated,No SAR Required
5,CASH_IN,334503.92,C25187203,4467438.3,4801942.23,C667346055,10492866.37,9827546.97,0,0,40,Medium,40,Medium,True,ALT01344,Medium,CASE01344,Analyst_D,Open,No SAR Required
5,CASH_IN,396286.33,C166788150,4877920.49,5274206.82,C909295153,7490080.0,6661385.87,0,0,40,Medium,40,Medium,True,ALT01345,Medium,CASE01345,Analyst_D,Under Review,No SAR Required
5,CASH_IN,258127.75,C347691330,6193725.92,6451853.66,C1303868418,5515949.57,4313939.72,0,0,40,Medium,40,Medium,True,ALT01346,Medium,CASE01346,Analyst_C,Open,No SAR Required
5,CASH_IN,378866.85,C863351064,6451853.66,6830720.52,C1303868418,5257821.82,4313939.72,0,0,40,Medium,40,Medium,True,ALT01347,Medium,CASE01347,Analyst_C,Closed,No SAR Required
5,CASH_IN,281300.4,C107444607,6830720.52,7112020.91,C1590550415,18179412.16,16420556.26,0,0,40,Medium,40,Medium,True,ALT01348,Medium,CASE01348,Analyst_C,Under Review,No SAR Required
5,CASH_IN,644028.87,C1485438020,7285749.57,7929778.44,C1446521801,5222970.47,4670978.14,0,0,40,Medium,70,High,True,ALT01349,High,CASE01349,Analyst_A,Open,SAR Review Needed
5,CASH_IN,375306.09,C1704512171,7929778.44,8305084.52,C1674899618,6894729.18,6161537.75,0,0,40,Medium,40,Medium,True,ALT01350,Medium,CASE01350,Analyst_C,Open,No SAR Required
5,CASH_IN,255710.36,C1161209621,8468959.09,8724669.46,C1590550415,17898111.76,16420556.26,0,0,40,Medium,40,Medium,True,ALT01351,Medium,CASE01351,Analyst_A,Open,No SAR Required
5,CASH_IN,231917.45,C935522484,8819257.56,9051175.0,C1816757085,9115414.77,8743280.64,0,0,40,Medium,40,Medium,True,ALT01352,Medium,CASE01352,Analyst_B,Open,No SAR Required
5,CASH_IN,257208.23,C1692381981,9184615.73,9441823.96,C2118255842,423950.88,166742.65,0,0,40,Medium,40,Medium,True,ALT01353,Medium,CASE01353,Analyst_A,Under Review,No SAR Required
5,CASH_IN,243756.18,C1157328573,9537109.49,9780865.67,C1303868418,4878954.97,4313939.72,0,0,40,Medium,40,Medium,True,ALT01354,Medium,CASE01354,Analyst_D,Closed,No SAR Required
5,CASH_IN,585796.59,C1982072255,10356728.02,10942524.61,C728526866,5925754.14,5154700.22,0,0,40,Medium,70,High,True,ALT01355,High,CASE01355,Analyst_A,Under Review,SAR Review Needed
5,CASH_IN,208834.32,C289336712,10954687.99,11163522.31,C662736689,4775319.66,4429394.13,0,0,40,Medium,40,Medium,True,ALT01356,Medium,CASE01356,Analyst_B,Open,No SAR Required
5,CASH_IN,360262.92,C1594259443,11163522.31,11523785.23,C1590550415,17642401.4,16420556.26,0,0,40,Medium,40,Medium,True,ALT01357,Medium,CASE01357,Analyst_C,Under Review,No SAR Required
5,CASH_IN,357885.34,C1186361374,11909053.1,12266938.44,C1674899618,6519423.1,6161537.75,0,0,40,Medium,40,Medium,True,ALT01358,Medium,CASE01358,Analyst_B,Under Review,No SAR Required
5,CASH_IN,281196.15,C57172873,12266938.44,12548134.6,C214774813,13306294.08,13025097.92,0,0,40,Medium,40,Medium,True,ALT01359,Medium,CASE01359,Analyst_D,Closed,No SAR Required
5,CASH_IN,861582.21,C2016512706,564.49,862146.7,C1590550415,17282138.47,16420556.26,0,0,40,Medium,70,High,True,ALT01360,High,CASE01360,Analyst_B,Open,SAR Review Needed
5,CASH_IN,250891.95,C18529644,1047404.03,1298295.98,C1167066016,955637.72,455191.58,0,0,40,Medium,40,Medium,True,ALT01361,Medium,CASE01361,Analyst_A,Under Review,No SAR Required
5,CASH_IN,366645.12,C2035048286,1718647.34,2085292.46,C1870252780,6800716.51,6434071.39,0,0,40,Medium,40,Medium,True,ALT01362,Medium,CASE01362,Analyst_C,Under Review,No SAR Required
5,CASH_IN,281593.55,C1253466407,2085292.46,2366886.01,C1789550256,2772312.14,2490718.59,0,0,40,Medium,40,Medium,True,ALT01363,Medium,CASE01363,Analyst_B,Closed,No SAR Required
5,CASH_IN,380950.81,C939455271,2512361.52,2893312.33,C1303868418,4635198.78,4313939.72,0,0,40,Medium,40,Medium,True,ALT01364,Medium,CASE01364,Analyst_D,Open,No SAR Required
5,CASH_IN,566903.96,C752090153,2893312.33,3460216.29,C1782113663,1473468.42,906564.46,0,0,40,Medium,70,High,True,ALT01365,High,CASE01365,Analyst_B,Under Review,SAR Review Needed
5,CASH_IN,201464.96,C1435836365,3460216.29,3661681.26,C1750563752,500147.76,298682.8,0,0,40,Medium,40,Medium,True,ALT01366,Medium,CASE01366,Analyst_A,Open,No SAR Required
5,CASH_IN,414729.24,C1185631996,4132305.6,4547034.84,C991505714,2109808.94,1695079.69,0,0,40,Medium,40,Medium,True,ALT01367,Medium,CASE01367,Analyst_B,Under Review,No SAR Required
5,CASH_IN,328776.1,C804559024,4547034.84,4875810.94,C977993101,1019467.84,962737.6,0,0,40,Medium,40,Medium,True,ALT01368,Medium,CASE01368,Analyst_B,Under Review,No SAR Required
5,CASH_IN,208812.28,C1417325106,4981912.63,5190724.91,C801142660,1482025.15,1273212.87,0,0,40,Medium,40,Medium,True,ALT01369,Medium,CASE01369,Analyst_B,Closed,No SAR Required
5,CASH_IN,201261.11,C58353615,5336918.6,5538179.71,C564160838,217964.09,16702.98,0,0,40,Medium,40,Medium,True,ALT01370,Medium,CASE01370,Analyst_C,Closed,No SAR Required
5,CASH_IN,425052.43,C2063332000,5773675.05,6198727.47,C1286084959,2648013.13,2222960.7,0,0,40,Medium,40,Medium,True,ALT01371,Medium,CASE01371,Analyst_A,Open,No SAR Required
5,CASH_IN,542616.63,C2068103096,6376113.74,6918730.36,C1262822392,12138410.45,13511264.76,0,0,40,Medium,70,High,True,ALT01372,High,CASE01372,Analyst_A,Closed,SAR Review Needed
5,TRANSFER,29352.63,C1785536499,50904.0,21551.37,C1725097945,19248.7,48601.33,0,0,30,Medium,30,Medium,True,ALT01373,Low,CASE01373,Analyst_A,Escalated,No SAR Required
5,CASH_OUT,84024.67,C1689730570,21551.37,0.0,C40075281,179176.65,263201.31,0,0,20,Low,40,Medium,True,ALT01374,Medium,CASE01374,Analyst_B,Under Review,No SAR Required
5,TRANSFER,1221.69,C814647201,52332.0,51110.31,C1211297851,34410.65,35632.33,0,0,30,Medium,30,Medium,True,ALT01375,Low,CASE01375,Analyst_A,Open,No SAR Required
5,CASH_OUT,211418.41,C433767126,0.0,0.0,C453211571,4790173.09,5174801.52,0,0,60,High,80,High,True,ALT01376,High,CASE01376,Analyst_D,Escalated,SAR Review Needed
5,CASH_IN,224763.96,C1164616817,118.93,224882.89,C1234776885,1315120.99,944225.12,0,0,40,Medium,40,Medium,True,ALT01377,Medium,CASE01377,Analyst_C,Escalated,No SAR Required
5,CASH_IN,439939.28,C1291627539,528642.11,968581.39,C1883840933,17196927.09,16860747.38,0,0,40,Medium,40,Medium,True,ALT01378,Medium,CASE01378,Analyst_B,Under Review,No SAR Required
5,CASH_IN,214443.25,C2017833498,1266834.1,1481277.35,C306206744,7344002.61,7129559.36,0,0,40,Medium,40,Medium,True,ALT01379,Medium,CASE01379,Analyst_A,Closed,No SAR Required
5,CASH_IN,482855.36,C1374688565,1481277.35,1964132.71,C665576141,6249500.06,5766644.71,0,0,40,Medium,40,Medium,True,ALT01380,Medium,CASE01380,Analyst_D,Open,No SAR Required
5,CASH_IN,504968.12,C1182725120,2001963.84,2506931.96,C1916720513,6778025.76,6273057.64,0,0,40,Medium,70,High,True,ALT01381,High,CASE01381,Analyst_B,Closed,SAR Review Needed
5,CASH_IN,285594.46,C1115073856,2695505.51,2981099.97,C644345897,937884.9,652290.45,0,0,40,Medium,40,Medium,True,ALT01382,Medium,CASE01382,Analyst_A,Closed,No SAR Required
5,CASH_IN,301488.1,C1851741304,2981099.97,3282588.06,C481402298,519050.1,217562.01,0,0,40,Medium,40,Medium,True,ALT01383,Medium,CASE01383,Analyst_C,Closed,No SAR Required
5,CASH_IN,299368.99,C1226378966,3478977.61,3778346.61,C909295153,6960754.86,6661385.87,0,0,40,Medium,40,Medium,True,ALT01384,Medium,CASE01384,Analyst_C,Under Review,No SAR Required
5,CASH_IN,325483.3,C706322686,3856835.59,4182318.89,C248609774,6718623.01,6393139.71,0,0,40,Medium,40,Medium,True,ALT01385,Medium,CASE01385,Analyst_D,Open,No SAR Required
5,TRANSFER,102359.17,C1773813582,11682.0,0.0,C769342184,12947436.37,13049795.53,0,0,30,Medium,50,Medium,True,ALT01386,Medium,CASE01386,Analyst_D,Escalated,No SAR Required
5,CASH_OUT,89293.11,C1469597388,0.0,0.0,C1538745405,139849.81,229142.92,0,0,20,Low,40,Medium,True,ALT01387,Medium,CASE01387,Analyst_C,Under Review,No SAR Required
5,CASH_OUT,81917.31,C1847825207,10932.78,0.0,C2083562754,2724135.13,2808555.73,0,0,20,Low,40,Medium,True,ALT01388,Medium,CASE01388,Analyst_D,Closed,No SAR Required
5,CASH_OUT,38326.82,C2039926996,0.0,0.0,C1839337592,70713.92,109040.74,0,0,20,Low,40,Medium,True,ALT01389,Medium,CASE01389,Analyst_B,Open,No SAR Required
5,TRANSFER,60726.57,C383882703,60726.57,0.0,C1807010830,0.0,0.0,1,0,30,Medium,50,Medium,True,ALT01390,Medium,CASE01390,Analyst_B,Open,No SAR Required
5,CASH_OUT,60726.57,C840095827,60726.57,0.0,C803116137,13010502.78,13071229.35,1,0,20,Low,40,Medium,True,ALT01391,Medium,CASE01391,Analyst_B,Closed,No SAR Required
5,CASH_OUT,49804.17,C1025266421,5086.37,0.0,C456172878,175863.93,172958.83,0,0,20,Low,40,Medium,True,ALT01392,Medium,CASE01392,Analyst_C,Open,No SAR Required
5,TRANSFER,92036.54,C1163336956,172101.01,80064.48,C1446521801,4578941.6,4670978.14,0,0,30,Medium,30,Medium,True,ALT01393,Low,CASE01393,Analyst_D,Escalated,No SAR Required
5,TRANSFER,166567.98,C263111287,80064.48,0.0,C1183572822,245770.79,412338.76,0,0,30,Medium,50,Medium,True,ALT01394,Medium,CASE01394,Analyst_A,Under Review,No SAR Required
5,TRANSFER,1915470.93,C457660003,0.0,0.0,C1262822392,11595793.82,13511264.76,0,0,70,High,120,High,True,ALT01395,Critical,CASE01395,Analyst_A,Open,SAR Required
5,TRANSFER,339163.04,C376017690,0.0,0.0,C766681183,10307150.95,12362816.81,0,0,70,High,90,High,True,ALT01396,High,CASE01396,Analyst_A,Closed,SAR Review Needed
5,TRANSFER,41139.2,C1797578199,0.0,0.0,C662736689,4388254.93,4429394.13,0,0,30,Medium,50,Medium,True,ALT01397,Medium,CASE01397,Analyst_B,Open,No SAR Required
5,TRANSFER,1716502.82,C316671934,0.0,0.0,C766681183,10646313.99,12362816.81,0,0,70,High,120,High,True,ALT01398,Critical,CASE01398,Analyst_C,Closed,SAR Required
5,TRANSFER,1097510.65,C859156431,0.0,0.0,C97730845,13036471.97,14133982.62,0,0,70,High,120,High,True,ALT01399,Critical,CASE01399,Analyst_D,Escalated,SAR Required
5,TRANSFER,103759.56,C1771965424,0.0,0.0,C1883840933,16756987.82,16860747.38,0,0,30,Medium,50,Medium,True,ALT01400,Medium,CASE01400,Analyst_C,Under Review,No SAR Required
5,TRANSFER,59691.76,C614054257,0.0,0.0,C1303868418,4254247.97,4313939.72,0,0,30,Medium,50,Medium,True,ALT01401,Medium,CASE01401,Analyst_A,Under Review,No SAR Required
5,TRANSFER,40975.4,C1307525827,51859.0,10883.6,C1458849419,0.0,43040.57,0,0,30,Medium,30,Medium,True,ALT01402,Low,CASE01402,Analyst_C,Open,No SAR Required
5,TRANSFER,169448.37,C1941390869,10282.0,0.0,C423583818,66548.75,235997.12,0,0,30,Medium,50,Medium,True,ALT01403,Medium,CASE01403,Analyst_B,Closed,No SAR Required
5,CASH_OUT,142634.17,C1569908962,16315.69,0.0,C1922859107,286841.74,609485.61,0,0,20,Low,40,Medium,True,ALT01404,Medium,CASE01404,Analyst_D,Escalated,No SAR Required
5,TRANSFER,71741.21,C1404703093,367623.0,295881.79,C860798122,1540.44,73281.65,0,0,30,Medium,30,Medium,True,ALT01405,Low,CASE01405,Analyst_D,Under Review,No SAR Required
5,TRANSFER,43479.45,C2111381500,11582.0,0.0,C476402209,51513.44,97322.02,0,0,30,Medium,50,Medium,True,ALT01406,Medium,CASE01406,Analyst_C,Open,No SAR Required
5,TRANSFER,179651.4,C2068126708,58395.9,0.0,C187019413,0.0,179651.4,0,0,30,Medium,50,Medium,True,ALT01407,Medium,CASE01407,Analyst_B,Under Review,No SAR Required
5,CASH_OUT,173210.02,C204572772,3611.77,0.0,C453211571,5001591.5,5174801.52,0,0,20,Low,40,Medium,True,ALT01408,Medium,CASE01408,Analyst_D,Closed,No SAR Required
5,CASH_OUT,138480.68,C2103527052,1191.0,0.0,C1235151206,57606.45,196087.14,0,0,20,Low,40,Medium,True,ALT01409,Medium,CASE01409,Analyst_D,Under Review,No SAR Required
5,CASH_OUT,272045.87,C1700143613,453779.81,181733.94,C977993101,690691.73,962737.6,0,0,60,High,60,High,True,ALT01410,Medium,CASE01410,Analyst_D,Open,No SAR Required
5,TRANSFER,132427.3,C1426344756,40217.0,0.0,C380242442,0.0,132427.3,0,0,30,Medium,50,Medium,True,ALT01411,Medium,CASE01411,Analyst_C,Escalated,No SAR Required
5,CASH_OUT,180009.7,C685605293,0.0,0.0,C1922859107,429475.91,609485.61,0,0,20,Low,40,Medium,True,ALT01412,Medium,CASE01412,Analyst_D,Closed,No SAR Required
5,TRANSFER,268571.64,C243801670,7077.27,0.0,C787033725,435950.07,646196.83,0,0,70,High,90,High,True,ALT01413,High,CASE01413,Analyst_C,Closed,SAR Review Needed
5,TRANSFER,134294.1,C14050562,138.0,0.0,C191614132,10768.1,145062.2,0,0,30,Medium,50,Medium,True,ALT01414,Medium,CASE01414,Analyst_A,Open,No SAR Required
5,TRANSFER,72825.75,C1549565124,6038.0,0.0,C660143728,31280.33,160577.57,0,0,30,Medium,50,Medium,True,ALT01415,Medium,CASE01415,Analyst_B,Open,No SAR Required
5,CASH_OUT,220070.01,C2012011563,32960.74,0.0,C1899073220,3068761.77,3288831.78,0,0,60,High,80,High,True,ALT01416,High,CASE01416,Analyst_B,Closed,SAR Review Needed
